pool_id,protocol_id,project,chain,business_type,deposit_contract,withdraw_contract,lp_token,stake_token,reward_token,name,description
0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,3,curve,ethereum,dex,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,3pool,
0xdebf20617708857ebe4f679508e7b7863a8a8eee,3,curve,ethereum,dex,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xdebf20617708857ebe4f679508e7b7863a8a8eee,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,aave,
0xa96a65c051bf88b4095ee1f2451c2a9d43f53ae2,3,curve,ethereum,dex,0xa96a65c051bf88b4095ee1f2451c2a9d43f53ae2,0xa96a65c051bf88b4095ee1f2451c2a9d43f53ae2,,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-0x0000000000000000000000000000000000000000,,aeth,
0x79a8c46dea5ada233abaffd40f3a0a2b1e5a4f27,3,curve,ethereum,dex,0x79a8c46dea5ada233abaffd40f3a0a2b1e5a4f27,0x79a8c46dea5ada233abaffd40f3a0a2b1e5a4f27,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x4fabb145d64652a948d72533023f6e7a623c7c53,,busd,
0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,3,curve,ethereum,dex,0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,compound,
0x0ce6a5ff5217e38315f87032cf90686c96627caa,3,curve,ethereum,dex,0x0ce6a5ff5217e38315f87032cf90686c96627caa,0x0ce6a5ff5217e38315f87032cf90686c96627caa,,0xdb25f211ab05b1c97d595516f45794528a807ad8-0xd71ecff9342a5ced620049e616c5035f1db98620,,eurs,
0x4ca9b3063ec5866a4b82e437059d2c43d1be596f,3,curve,ethereum,dex,0x4ca9b3063ec5866a4b82e437059d2c43d1be596f,0x4ca9b3063ec5866a4b82e437059d2c43d1be596f,,0x0316eb71485b0ab14103307bf65a021042c6d380-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,,hbtc,
0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,3,curve,ethereum,dex,0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,ib,
0xf178c0b5bb7e7abf4e12a4838c7b7c5ba2c623c0,3,curve,ethereum,dex,0xf178c0b5bb7e7abf4e12a4838c7b7c5ba2c623c0,0xf178c0b5bb7e7abf4e12a4838c7b7c5ba2c623c0,,0x514910771af9ca656af840dff83e8264ecf986ca-0xbbc455cb4f1b9e4bfc4b73970d360c8f032efee6,,link,
0x06364f10b501e868329afbc005b3492902d6c763,3,curve,ethereum,dex,0x06364f10b501e868329afbc005b3492902d6c763,0x06364f10b501e868329afbc005b3492902d6c763,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x8e870d67f660d95d5be530380d0ec0bd388289e1,,pax,
0x93054188d876f558f4a66b2ef1d97d16edf0895b,3,curve,ethereum,dex,0x93054188d876f558f4a66b2ef1d97d16edf0895b,0x93054188d876f558f4a66b2ef1d97d16edf0895b,,0x0000000000000000000000000000000000000000-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,,ren,
0xeb16ae0052ed37f479f7fe63849198df1765a733,3,curve,ethereum,dex,0xeb16ae0052ed37f479f7fe63849198df1765a733,0xeb16ae0052ed37f479f7fe63849198df1765a733,,0x6b175474e89094c44da98b954eedeac495271d0f-0x57ab1ec28d129707052df4df418d58a2d46d5f51,,saave,
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,3,curve,ethereum,dex,0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,,0x0000000000000000000000000000000000000000-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,,sbtc,
0xc5424b857f758e906013f3555dad202e4bdb4567,3,curve,ethereum,dex,0xc5424b857f758e906013f3555dad202e4bdb4567,0xc5424b857f758e906013f3555dad202e4bdb4567,,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-0x5e74c9036fb86bd7ecdcb084a0673efc32ea31cb,,seth,
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,3,curve,ethereum,dex,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-0xae7ab96520de3a18e5e111b5eaab095312d7fe84,,steth,
0xa5407eae9ba41422680e2e00537571bcc53efbfd,3,curve,ethereum,dex,0xa5407eae9ba41422680e2e00537571bcc53efbfd,0xa5407eae9ba41422680e2e00537571bcc53efbfd,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x57ab1ec28d129707052df4df418d58a2d46d5f51,,susd,
0x52ea46506b9cc5ef470c5bf89f17dc28bb35d85c,3,curve,ethereum,dex,0x52ea46506b9cc5ef470c5bf89f17dc28bb35d85c,0x52ea46506b9cc5ef470c5bf89f17dc28bb35d85c,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,usdt,
0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,3,curve,ethereum,dex,0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,,0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7-0x0000000000085d4780b73119b644ae5ecd22b376,,y,
0x8038c01a0390a8c547446a0b2c18fc9aefecc10c,3,curve,ethereum,dex,0x8038c01a0390a8c547446a0b2c18fc9aefecc10c,0x8038c01a0390a8c547446a0b2c18fc9aefecc10c,,0x5bc25f649fc4e26069ddf4cf4010f9f706c23831-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,dusd,
0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,3,curve,ethereum,dex,0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,gusd,
0x3ef6a01a0f81d6046290f3e2a8c5b843e738e604,3,curve,ethereum,dex,0x3ef6a01a0f81d6046290f3e2a8c5b843e738e604,0x3ef6a01a0f81d6046290f3e2a8c5b843e738e604,,0xdf574c24545e5ffecb9a659c229253d4111d87e1-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,husd,
0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,3,curve,ethereum,dex,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,,0x0e2ec54fc0b509f445631bf4b91ab8168230c752-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,linkusd,
0x8474ddbe98f5aa3179b3b3f5942d724afcdec9f6,3,curve,ethereum,dex,0x8474ddbe98f5aa3179b3b3f5942d724afcdec9f6,0x8474ddbe98f5aa3179b3b3f5942d724afcdec9f6,,0xe2f2a5c287993345a840db3b0845fbc70f5935a5-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,musd,
0xc18cc39da8b11da8c3541c598ee022258f9744da,3,curve,ethereum,dex,0xc18cc39da8b11da8c3541c598ee022258f9744da,0xc18cc39da8b11da8c3541c598ee022258f9744da,,0x196f4727526ea7fb1e17b2071b3d8eaa38486988-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,rsv,
0x3e01dd8a5e1fb3481f0f589056b428fc308af0fb,3,curve,ethereum,dex,0x3e01dd8a5e1fb3481f0f589056b428fc308af0fb,0x3e01dd8a5e1fb3481f0f589056b428fc308af0fb,,0x1c48f86ae57291f7686349f12601910bd8d470bb-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,usdk,
0x0f9cb53ebe405d49a0bbdbd291a65ff571bc83e1,3,curve,ethereum,dex,0x0f9cb53ebe405d49a0bbdbd291a65ff571bc83e1,0x0f9cb53ebe405d49a0bbdbd291a65ff571bc83e1,,0x674c6ad92fd080e4004b2312b45f796a192d27a0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,usdn,
0x42d7025938bec20b69cbae5a77421082407f053a,3,curve,ethereum,dex,0x42d7025938bec20b69cbae5a77421082407f053a,0x42d7025938bec20b69cbae5a77421082407f053a,,0x1456688345527be1f37e9e627da0837d6f08c925-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,usdp,
0x890f4e345b1daed0367a877a1612f86a1f86985f,3,curve,ethereum,dex,0x890f4e345b1daed0367a877a1612f86a1f86985f,0x890f4e345b1daed0367a877a1612f86a1f86985f,,0xa47c8bf37f92abed4a126bda807a7b7498661acd-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,ust,
0x071c661b4deefb59e2a3ddb20db036821eee8f4b,3,curve,ethereum,dex,0x071c661b4deefb59e2a3ddb20db036821eee8f4b,0x071c661b4deefb59e2a3ddb20db036821eee8f4b,,0x9be89d2a4cd102d8fecc6bf9da793be995c22541-0xeb4c2781e4eba804ce9a9803c67d0893436bb27d-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,,bbtc,
0xd81da8d904b52208541bade1bd6595d8a251f8dd,3,curve,ethereum,dex,0xd81da8d904b52208541bade1bd6595d8a251f8dd,0xd81da8d904b52208541bade1bd6595d8a251f8dd,,0x8064d9ae6cdf087b1bcd5bdf3531bd5d8c537a68-0xeb4c2781e4eba804ce9a9803c67d0893436bb27d-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,,obtc,
0x7f55dde206dbad629c080068923b36fe9d6bdbef,3,curve,ethereum,dex,0x7f55dde206dbad629c080068923b36fe9d6bdbef,0x7f55dde206dbad629c080068923b36fe9d6bdbef,,0x5228a22e72ccc52d415ecfd199f99d0665e7733b-0xeb4c2781e4eba804ce9a9803c67d0893436bb27d-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,,pbtc,
0xc25099792e9349c7dd09759744ea681c7de2cb66,3,curve,ethereum,dex,0xc25099792e9349c7dd09759744ea681c7de2cb66,0xc25099792e9349c7dd09759744ea681c7de2cb66,,0x8daebade922df735c38c80c7ebd708af50815faa-0xeb4c2781e4eba804ce9a9803c67d0893436bb27d-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,,tbtc,
0xecd5e75afb02efa118af914515d6521aabd189f1,3,curve,ethereum,dex,0xecd5e75afb02efa118af914515d6521aabd189f1,0xecd5e75afb02efa118af914515d6521aabd189f1,,0x0000000000085d4780b73119b644ae5ecd22b376-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,tusd,
0xed279fdd11ca84beef15af5d39bb4d4bee23f0ca,3,curve,ethereum,dex,0xed279fdd11ca84beef15af5d39bb4d4bee23f0ca,0xed279fdd11ca84beef15af5d39bb4d4bee23f0ca,,0x5f98805a4e8be255a32880fdec7f6728c6568ba0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,lusd,
0xd632f22692fac7611d2aa1c0d552930d43caed3b,3,curve,ethereum,dex,0xd632f22692fac7611d2aa1c0d552930d43caed3b,0xd632f22692fac7611d2aa1c0d552930d43caed3b,,0x853d955acef822db058eb8505911ed77f175b99e-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,frax,
0x4807862aa8b2bf68830e4c8dc86d0e9a998e085a,3,curve,ethereum,dex,0x4807862aa8b2bf68830e4c8dc86d0e9a998e085a,0x4807862aa8b2bf68830e4c8dc86d0e9a998e085a,,0x4fabb145d64652a948d72533023f6e7a623c7c53-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,busdv2,
0xf9440930043eb3997fc70e1339dbb11f341de7a8,3,curve,ethereum,dex,0xf9440930043eb3997fc70e1339dbb11f341de7a8,0xf9440930043eb3997fc70e1339dbb11f341de7a8,,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-0x0000000000000000000000000000000000000000,,reth,
0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,3,curve,ethereum,dex,0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,alusd,
0x80466c64868e1ab14a1ddf27a676c3fcbe638fe5,3,curve,ethereum,dex,0x80466c64868e1ab14a1ddf27a676c3fcbe638fe5,0x80466c64868e1ab14a1ddf27a676c3fcbe638fe5,,0xdac17f958d2ee523a2206206994597c13d831ec7-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,tricrypto,
0xd51a44d3fae010294c616388b506acda1bfaae46,3,curve,ethereum,dex,0xd51a44d3fae010294c616388b506acda1bfaae46,0xd51a44d3fae010294c616388b506acda1bfaae46,,0xdac17f958d2ee523a2206206994597c13d831ec7-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,tricrypto2,
0x5a6a4d54456819380173272a5e8e9b9904bdf41b,3,curve,ethereum,dex,0x5a6a4d54456819380173272a5e8e9b9904bdf41b,0x5a6a4d54456819380173272a5e8e9b9904bdf41b,,0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,mim,
0xfd5db7463a3ab53fd211b4af195c5bccc1a03890,3,curve,ethereum,dex,0xfd5db7463a3ab53fd211b4af195c5bccc1a03890,0xfd5db7463a3ab53fd211b4af195c5bccc1a03890,,0xc581b735a1688071a1746c968e0798d642ede491-0xd71ecff9342a5ced620049e616c5035f1db98620,,eurt,
0x98a7f18d4e56cfe84e3d081b40001b3d5bd3eb8b,3,curve,ethereum,dex,0x98a7f18d4e56cfe84e3d081b40001b3d5bd3eb8b,0x98a7f18d4e56cfe84e3d081b40001b3d5bd3eb8b,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdb25f211ab05b1c97d595516f45794528a807ad8,,eurs,
0x9838eccc42659fa8aa7daf2ad134b53984c9427b,3,curve,ethereum,dex,0x9838eccc42659fa8aa7daf2ad134b53984c9427b,0x9838eccc42659fa8aa7daf2ad134b53984c9427b,,0xc581b735a1688071a1746c968e0798d642ede491-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,eurt,
0x9547429c0e2c3a8b88c6833b58fce962734c0e8c,3,curve,ethereum,dex,0x9547429c0e2c3a8b88c6833b58fce962734c0e8c,0x9547429c0e2c3a8b88c6833b58fce962734c0e8c,,0x865377367054516e17014ccded1e7d814edc9ce4-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,3,curve,ethereum,dex,0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xd632f22692fac7611d2aa1c0d552930d43caed3b,3,curve,ethereum,dex,0xd632f22692fac7611d2aa1c0d552930d43caed3b,0xd632f22692fac7611d2aa1c0d552930d43caed3b,,0x853d955acef822db058eb8505911ed77f175b99e-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x11e0ab0561ee271967f70ea0da54fd538ba7a6b0,3,curve,ethereum,dex,0x11e0ab0561ee271967f70ea0da54fd538ba7a6b0,0x11e0ab0561ee271967f70ea0da54fd538ba7a6b0,,0xa774ffb4af6b0a91331c084e1aebae6ad535e6f3-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xf5a95ccde486b5fe98852bb02d8ec80a4b9422bd,3,curve,ethereum,dex,0xf5a95ccde486b5fe98852bb02d8ec80a4b9422bd,0xf5a95ccde486b5fe98852bb02d8ec80a4b9422bd,,0x71df9dd3e658f0136c40e2e8ec3988a5226e9a67-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xe0b99f540b3cd69f88b4666c8f39877c79072851,3,curve,ethereum,dex,0xe0b99f540b3cd69f88b4666c8f39877c79072851,0xe0b99f540b3cd69f88b4666c8f39877c79072851,,0x4206fc377c22eb4778b5dac3c28d0fa92db43ae4-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x592ae00d0dee274d74faedc6760302f54a5db67e,3,curve,ethereum,dex,0x592ae00d0dee274d74faedc6760302f54a5db67e,0x592ae00d0dee274d74faedc6760302f54a5db67e,,0x575990152169e1c1a4867e81c6ae662caef068fd-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x6f682319f4ee0320a53cc72341ac28408c4bed19,3,curve,ethereum,dex,0x6f682319f4ee0320a53cc72341ac28408c4bed19,0x6f682319f4ee0320a53cc72341ac28408c4bed19,,0x25de492f43661af568f46c0a3f39850aa1d066a0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x296b9fa08cf80138dfa6c3fcce497152662bc314,3,curve,ethereum,dex,0x296b9fa08cf80138dfa6c3fcce497152662bc314,0x296b9fa08cf80138dfa6c3fcce497152662bc314,,0xe14026c2f4edd463791da1991c74cf16975942f6-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xe9ab166bc03099d251170d0578fdffb94bcdde6f,3,curve,ethereum,dex,0xe9ab166bc03099d251170d0578fdffb94bcdde6f,0xe9ab166bc03099d251170d0578fdffb94bcdde6f,,0x25ae7b9808f6cc3b5e9b8699b62b0395c3f01be0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0x064841157baddcb2704ca38901d7d754a59b80e8,3,curve,ethereum,dex,0x064841157baddcb2704ca38901d7d754a59b80e8,0x064841157baddcb2704ca38901d7d754a59b80e8,,0xcfc013b416be0bd4b3bede35659423b796f8dcf0-0xeb4c2781e4eba804ce9a9803c67d0893436bb27d-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,,,
0x3252efd4ea2d6c78091a1f43982ee2c3659cc3d1,3,curve,ethereum,dex,0x3252efd4ea2d6c78091a1f43982ee2c3659cc3d1,0x3252efd4ea2d6c78091a1f43982ee2c3659cc3d1,,0xcd91538b91b4ba7797d39a2f66e63810b50a33d0-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
0xecd5e75afb02efa118af914515d6521aabd189f1,3,curve,ethereum,dex,0xecd5e75afb02efa118af914515d6521aabd189f1,0xecd5e75afb02efa118af914515d6521aabd189f1,,0x0000000000085d4780b73119b644ae5ecd22b376-0x6b175474e89094c44da98b954eedeac495271d0f-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xdac17f958d2ee523a2206206994597c13d831ec7,,,
